accession,condition,replicate,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55
O70423,Kidney,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
O70423,Kidney,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
O70423,Liver,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
O70423,Liver,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
O70423,Lung,1,23.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
O70423,Lung,2,2.1066,9.873,12.834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
O70423,Muscle,1,22.007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
O70423,Muscle,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
O70423,Thymus,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
O70423,Thymus,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9CQ80,Brain,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9CQ80,Brain,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9CQ80,Heart,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9CQ80,Heart,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9CQ80,Kidney,1,0,0,0,0,0.8864,0,0,0,0,0,0.57509,0.61152,0.80523,0,0,1.9603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9CQ80,Kidney,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.1404,6.5466,9.6201,8.577,16.549,38.492,42.94,15.348,36.48,16.793
Q9CQ80,Liver,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4859,0,0,0,0,0
Q9CQ80,Liver,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9CQ80,Lung,1,0,0,1.3545,0,0.62073,0.77209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9CQ80,Lung,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9CQ80,Muscle,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9CQ80,Muscle,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9CQ80,Thymus,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9CQ80,Thymus,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A2A4P0,Brain,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A2A4P0,Brain,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A2A4P0,Heart,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A2A4P0,Heart,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A2A4P0,Kidney,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A2A4P0,Kidney,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A2A4P0,Liver,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A2A4P0,Liver,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A2A4P0,Lung,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A2A4P0,Lung,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A2A4P0,Muscle,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A2A4P0,Muscle,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.31248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A2A4P0,Thymus,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A2A4P0,Thymus,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q8R3Z5,Brain,1,0,0,0,0,0,0,0,0,0,0,0,0,3.5334,0,0,8.5234,0,9.7528,0,10.845,0,0,0,0,0,0,0,0,0,8.5527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q8R3Z5,Brain,2,0,2.0604,1.919,5.7469,0,0,0,0,7.1761,7.3736,6.8559,8.1966,8.9561,9.7308,9.9633,12.59,16.354,0,0,0,0,0,0,0,0,5.1213,2.8702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q8R3Z5,Heart,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q8R3Z5,Heart,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q8R3Z5,Kidney,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q8R3Z5,Kidney,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q8R3Z5,Liver,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q8R3Z5,Liver,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q8R3Z5,Lung,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q8R3Z5,Lung,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q8R3Z5,Muscle,1,13.121,14.098,5.8224,9.7097,16.875,0,0,0,0,0,0,0,0,0,0,0,0,0,11.786,0,12.349,0,0,0,0,0,0,2.5737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q8R3Z5,Muscle,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q8R3Z5,Thymus,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q8R3Z5,Thymus,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P55065,Brain,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P55065,Brain,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P55065,Heart,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P55065,Heart,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P55065,Kidney,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P55065,Kidney,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P55065,Liver,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P55065,Liver,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2916,0,0,0,0,0,0,0,0,0,4.3719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P55065,Lung,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P55065,Lung,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8141,0,0,0,0,0,4.352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P55065,Muscle,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P55065,Muscle,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P55065,Thymus,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P55065,Thymus,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9Z108,Brain,1,0,0,0,0,0,0,3.838,9.8178,7.8331,8.0842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9Z108,Brain,2,0,10.489,3.1421,4.1302,22.816,3.3581,0,1.1479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9Z108,Heart,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9Z108,Heart,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9Z108,Kidney,1,0,0,0,19.273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9Z108,Kidney,2,0,0,4.5555,4.3725,4.9932,1.5934,0,0,0,0,0.98482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9Z108,Liver,1,0,0,7.6448,3.2183,12.059,6.072,6.8193,19.373,5.6233,15.063,14.635,0,10.227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.18,0,0,0,0
Q9Z108,Liver,2,0,6.2038,2.9976,7.1775,6.4135,21.633,8.4958,12.648,6.3367,7.2978,0,0.99526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9Z108,Lung,1,0,0,17.341,11.107,12.248,3.4721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9Z108,Lung,2,0,0,0,3.757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9Z108,Muscle,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9Z108,Muscle,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9Z108,Thymus,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9Z108,Thymus,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P10637,Brain,1,0.28831,0.12481,0.12153,0.50323,1.2193,2.06,3.8193,5.2126,6.4397,6.8442,5.8707,5.0789,5.3952,3.7884,3.4631,4.2227,3.7724,5.7095,5.3454,5.3688,5.414,6.5405,6.8736,5.9846,6.7222,7.4623,8.6342,14.899,9.9883,10.478,9.9396,11.255,14.832,18.39,21.184,28.933,29.482,26.909,26.868,30.772,33.885,37.083,26.805,34.763,32.452,49.607,45.297,79.208,88.302,76.983,105.16,49.251,121.64,9.5332,33.845
P10637,Brain,2,0.97106,1.9165,3.6831,5.8972,5.0499,5.251,6.7325,5.7945,4.4684,3.2722,3.0253,3.8592,3.2322,3.3457,3.7545,3.2329,4.6351,7.1009,4.8378,7.0677,7.9189,9.6533,11.118,10.46,14.916,17.991,20.245,26.265,30.511,35.536,36.954,37.809,35.428,32.213,31.642,33.503,37.853,58.057,63.963,114.38,85.922,124.31,138.39,190.54,170.4,176.08,216.95,30.113,76.642,0,22.163,30.818,14.343,9.4584,7.4495
P10637,Heart,1,0.10604,0.14248,0.15388,0.2241,0.6277,0.11898,0.067184,0.13478,0.22409,0.67414,0.22951,0.15075,0.21612,0.37482,0.26299,0.11951,0.34171,0.48456,0.43269,0.71275,0.97261,1.0182,0.99651,1.3199,1.7574,1.627,1.8892,1.8544,4.2669,4.156,4.7929,5.8962,6.3542,4.3266,3.9031,3.5646,2.9112,3.5036,1.9343,1.6691,1.1841,0.93482,0.73341,0.73596,0.87884,0.4561,0.69527,0.28515,0.322,0.32564,0.40142,3.8638,0.44604,0.70037,0
P10637,Heart,2,0.15692,0.21425,0.26511,0.34309,0.39915,0.21098,0.54096,0.20951,0.20808,0.48464,0.22165,0.22482,0.27608,0.19387,0.24611,0.21081,0.24999,0.48674,0.48309,0.38406,0.45742,0.44814,0.48245,0.29157,0.46281,0.49846,0.71016,0.98371,0.71555,0.82162,1.0626,1.0746,1.1663,1.2157,1.1657,1.1939,1.3967,1.0574,0.87493,0.77563,0.6617,0.57083,0.62233,0.49469,0.39445,0.34129,0.3634,0.35374,0.35455,0.30214,0.38092,0.34674,0.22297,0.2045,0.18813
P10637,Kidney,1,0.11384,0.12147,0.1345,0.132,0.098255,0.15207,0.074784,0.12099,0.093806,0.047963,0.082733,0.075181,0.10107,0.063405,0.083719,0.18307,0.098449,0.11257,0.05588,0.13695,0.08476,0.12878,0.2228,0.10596,0.099266,0.10307,0.083007,0.11837,0.10944,0.1712,0.20811,0.17098,0,0.21001,0.23281,0.26669,0.24809,0.34086,0.19266,0.18024,0.21537,0.22674,0.34081,0.33301,0.34456,0,0.26838,0.22812,0.44971,0,0.7732,0,1.2499,1.2079,0
P10637,Kidney,2,0.12501,0.11419,0.13018,0.21833,0.14265,0.18504,0.12472,0.11448,0.084518,0.1795,0.14935,0.13439,0.14828,0.11034,0.098678,0.16773,0.18163,0.10549,0.15324,0.14362,0.13112,0.13699,0.090759,0.13624,0.12982,0.22766,0.1331,0.20976,0.14763,0.21489,0.25886,0.20204,0.11727,0.48302,0.21358,0.15359,0.22373,0.32188,0.28877,0.43024,0.32722,0.40515,0.28845,0.385,0.25522,0.46593,0.56851,0.57106,0.41664,0.54154,0.82788,0.91749,0.93232,1.1343,1.2122
P10637,Liver,1,0.13638,0.11116,0.15069,0.093359,0.14929,0.15874,0.18563,0.22832,0.10953,0.089485,0.098619,0.065014,0.059284,0.075009,0.074415,0.086454,0.11488,0.14088,0.20401,0.20088,0.15113,0.15762,0.16638,0.20297,0.20671,0.26426,0.28263,0.29317,0.52237,0.41503,0.46674,0.43022,0.4682,0.72208,0.56631,0.53809,1.1197,0.39711,0.9773,0.89397,0.38838,0.44534,0.20737,0.49133,0.35848,0.26967,0.19947,0,0.2907,0.22082,0,0,0,0,0
P10637,Liver,2,0.19314,0.14184,0.15066,0.21061,0.13448,0,0.18968,0.39392,0.18394,0.17302,0.19856,0.12654,0.17673,0.20074,0.12838,0.20377,0.37999,0.38969,0.51342,0.41724,0.34172,0.42711,0.54047,0.47707,0.5287,0.5621,0.62712,0.59912,0.47133,0,0.4075,0.42041,0.31004,0.49737,0.58962,0.3933,0.27853,0.62511,0.29886,0.31928,0.16583,0.36709,0.2766,0.26474,0,0.12668,0.3144,0.46345,0.42864,0.50485,0,0,0.372,0,0.30338
P10637,Lung,1,0.23262,0.53118,0.84225,0.57677,0.58517,0.44556,0.54974,0.85464,0.57381,0.60594,0.62703,0.48563,0.57732,0.78522,0.56626,0.87788,0.92186,0.86672,1.6151,1.4488,2.3956,2.3821,2.8101,3.6058,3.2155,4.4697,5.7385,9.2332,10.426,14.2,12.941,13.907,11.119,10.022,8.0385,9.0721,6.7375,4.1272,3.9677,3.1247,2.853,2.2448,2.4217,2.0033,2.4607,1.6097,1.2456,1.2626,0.8627,0.7582,0,0,0,0,0
P10637,Lung,2,0.19001,0.34357,0.38825,1.3212,0.57652,0.87211,0.44399,0.43523,0.55154,0.47992,0.51852,0.44231,0.79915,0.93262,0.57602,0.54324,0.95818,2.0075,1.3612,1.3165,3.6509,1.8618,1.8574,2.3888,3.3261,3.7159,4.5806,5.6178,7.6435,9.3869,11.515,11.795,9.4184,10.658,8.5113,8.7996,6.9531,5.3033,4.3151,3.5895,3.2516,0,3.1128,2.3405,1.8678,2.062,2.6327,2.2411,2.3907,2.0925,2.1272,0,1.0835,1.7374,0.71813
P10637,Muscle,1,0.1646,0.2387,0.59897,0.69146,0.45128,0.33863,0.48086,0.46411,0.38637,0.35252,0.32115,0.35769,0.45552,0.48868,0.56584,0.64441,0.40286,1.0159,1.2849,1.5279,2.0649,2.5684,2.8212,3.3175,3.5798,3.5715,5.1239,5.1483,6.4721,6.7649,5.4475,5.094,4.3549,5.06,4.0015,3.0732,2.0808,2.0614,1.7222,1.6065,1.2717,1.0587,0.84524,0.96713,0.86485,0.47828,0.44514,0.46235,0.80151,0.39633,0.22709,0,1.6104,0,0
P10637,Muscle,2,0.13407,0.10444,0.13969,0.13518,0.12962,0.12804,0.13621,0.1224,0.15891,0.12348,0.1014,0.063323,0.13547,0.14371,0.10019,0.086417,0.16085,0.080417,0.033392,0.087534,0.1079,0.12456,0.11065,0.15934,0.16407,0.17644,0.12591,0.15696,0.2884,0.31172,0.36861,0.36112,0.508,0.45332,0.4801,0.39993,0.36551,0.35015,0.27854,0.20944,0.22895,0.19252,0.35866,0.14768,0.14926,0.10836,0.10147,0.099511,0.20568,0.20967,0.11517,0.17833,0.18381,0.25695,0.12126
P10637,Thymus,1,0.093759,0.082891,0.16843,0.062782,0.16821,0.1011,0.097197,0.10279,0.10642,0.13855,0.061898,0.076543,0.094013,0.10777,0.086789,0.074011,0.057436,0.055723,0.08119,0.073084,0.056034,0.14674,0.086374,0.10562,0.14962,0.25633,0.17807,0.090041,0.10826,0.17081,0.098481,0.12459,0.12626,0.15833,0.16642,0.098736,0.14409,0.070768,0.21433,0.1683,0.24542,0.19409,0.204,0.1858,0.25266,0.068546,0.3759,0.23,0.51987,0.095039,0.053586,0.064432,0.18904,0.27694,0.46963
